datetime,location_x,location_y,firstname,lastname,middlename,ssn
2016-11-11T00:00:04.000-05:00,-76.6579964831257,39.286840190685176,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:00:14.000-05:00,-76.65803324042614,39.286779762633515,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:00:24.000-05:00,-76.65799124187093,39.28674937189881,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:00:34.000-05:00,-76.65790892993786,39.28674683460406,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:00:44.000-05:00,-76.65805508047482,39.28674160718113,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:00:54.000-05:00,-76.65803514762545,39.28677291033248,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:04.000-05:00,-76.65803431902137,39.286773000052754,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:14.000-05:00,-76.65804350888327,39.286755737627935,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:24.000-05:00,-76.65808608561807,39.28666479756898,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:34.000-05:00,-76.65804691171041,39.28678709538388,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:44.000-05:00,-76.65792052800178,39.286735128032724,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:01:54.000-05:00,-76.65800397315323,39.28677109729086,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:04.000-05:00,-76.65800928553868,39.286765539689014,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:14.000-05:00,-76.65800335571642,39.286690180331135,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:24.000-05:00,-76.65809500391998,39.286705338411366,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:34.000-05:00,-76.65807670063859,39.28671260908415,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:44.000-05:00,-76.6581362808653,39.286811426610804,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:02:54.000-05:00,-76.65795899651317,39.28686403214637,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:04.000-05:00,-76.65806185965275,39.2867413931852,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:14.000-05:00,-76.6580552281835,39.286663123370495,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:24.000-05:00,-76.65799656051405,39.2868029231406,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:34.000-05:00,-76.65801843580323,39.28673465314407,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:44.000-05:00,-76.65805301557971,39.286885259891406,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:03:54.000-05:00,-76.6579345219403,39.28671883378572,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:04.000-05:00,-76.65802798831324,39.28678137363335,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:14.000-05:00,-76.6579591646081,39.28684917044845,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:24.000-05:00,-76.6579438091246,39.286781575736875,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:34.000-05:00,-76.65801706341793,39.28677831389397,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:44.000-05:00,-76.65802200264096,39.28689853479344,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:04:54.000-05:00,-76.6581362751268,39.28676692250291,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:04.000-05:00,-76.65797105550256,39.2867631302265,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:14.000-05:00,-76.65802171580327,39.286757932544546,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:24.000-05:00,-76.65804500121428,39.286773960284435,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:34.000-05:00,-76.65798381018088,39.28683038483617,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:44.000-05:00,-76.65810362779668,39.28681867766368,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:05:54.000-05:00,-76.6580528681276,39.28685693030156,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:04.000-05:00,-76.65808863553765,39.28689050259876,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:14.000-05:00,-76.65815039060122,39.286732104440105,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:24.000-05:00,-76.65809372312525,39.28672902906495,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:34.000-05:00,-76.65792392870722,39.28676143772996,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:44.000-05:00,-76.65793065929101,39.286697157896995,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:06:54.000-05:00,-76.65804992135513,39.2868115385227,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:04.000-05:00,-76.65794113246027,39.286800498686915,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:14.000-05:00,-76.65802318507455,39.28675343923564,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:24.000-05:00,-76.65807685357217,39.286753662080606,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:34.000-05:00,-76.65796855117557,39.286683371489524,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:44.000-05:00,-76.65801858707906,39.2867700286194,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:07:54.000-05:00,-76.65794706761719,39.2868250154846,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:04.000-05:00,-76.65803337340022,39.286772727607726,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:14.000-05:00,-76.65791323866273,39.286801271787816,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:24.000-05:00,-76.65799743255454,39.28665748827343,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:34.000-05:00,-76.65808471817198,39.28684280793004,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:44.000-05:00,-76.65803426899485,39.28667719158061,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:08:54.000-05:00,-76.65800295376856,39.28685294661973,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:04.000-05:00,-76.6579612810158,39.286755234596264,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:14.000-05:00,-76.65803715552526,39.286774543983995,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:24.000-05:00,-76.65803658709095,39.28676787959127,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:34.000-05:00,-76.65806715459698,39.286732749361775,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:44.000-05:00,-76.65798722250823,39.286784140468626,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:09:54.000-05:00,-76.65801039843168,39.28681060735167,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:04.000-05:00,-76.65801900396947,39.28679566339413,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:14.000-05:00,-76.65800862003823,39.28679638848381,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:24.000-05:00,-76.65808897874365,39.286873271692826,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:34.000-05:00,-76.65803828432307,39.28684164530139,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:44.000-05:00,-76.6580236192866,39.28679310352224,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:10:54.000-05:00,-76.65811904777716,39.28675852835486,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:04.000-05:00,-76.65791070469187,39.28681819102806,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:14.000-05:00,-76.65797035258794,39.28677271329208,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:24.000-05:00,-76.65794313735803,39.28675839070596,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:34.000-05:00,-76.6579051060722,39.28677641417147,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:44.000-05:00,-76.6580148392625,39.28668020100972,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:11:54.000-05:00,-76.65803517774566,39.286782399395854,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:04.000-05:00,-76.65805414026552,39.2866896755245,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:14.000-05:00,-76.65798903374818,39.28684189511286,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:24.000-05:00,-76.6579999885599,39.28673722158004,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:34.000-05:00,-76.65812223181509,39.28674896763987,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:44.000-05:00,-76.65803780973259,39.28677203347736,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:12:54.000-05:00,-76.6580267745141,39.28678182219519,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:04.000-05:00,-76.65805935219981,39.28678298935668,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:14.000-05:00,-76.65803418768338,39.28676979819684,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:24.000-05:00,-76.65806958584625,39.28677809621479,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:34.000-05:00,-76.65795996381142,39.28680908615979,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:44.000-05:00,-76.65801871622135,39.28686297832568,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:13:54.000-05:00,-76.65800382725166,39.286796975222025,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:04.000-05:00,-76.65801453263948,39.28673691930316,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:14.000-05:00,-76.65807964294551,39.28682668073532,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:24.000-05:00,-76.65799371974157,39.286857762597805,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:34.000-05:00,-76.65799868842565,39.286766212064634,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:44.000-05:00,-76.65798650555826,39.28668064274229,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:14:54.000-05:00,-76.65797847707611,39.28686353811777,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:04.000-05:00,-76.65801834821673,39.28677273921483,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:14.000-05:00,-76.65805190984794,39.2867768173368,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:24.000-05:00,-76.65801188276029,39.286807690251536,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:34.000-05:00,-76.65812537585506,39.28679963816688,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:44.000-05:00,-76.65806068203808,39.28669509166048,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:15:54.000-05:00,-76.65805426393234,39.286734807147056,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:04.000-05:00,-76.65805035262768,39.28675484960836,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:14.000-05:00,-76.65795058457289,39.286725152635164,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:24.000-05:00,-76.65794829633451,39.28680369882039,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:34.000-05:00,-76.65800900157947,39.28686570081165,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:44.000-05:00,-76.6580404012637,39.28671680210521,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:16:54.000-05:00,-76.6579980198986,39.28679499589658,Jared,Combs,Skyler,901-NI-6283
2016-11-11T00:17:04.000-05:00,-76.65804132009451,39.28679244584141,Jared,Combs,Skyler,901-NI-6283
